stairs.thisTrialN,stairs.stepSize,stairs.intensity,text.started,text.stopped,corrAns,tilt,key_resp.corr,fixation.started,fixation.stopped,grating.started,grating.stopped,stairs.response,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
80,0.5,1.0,,,left,-1.0,1,100.97935644799873,101.47954901099729,101.46259259899671,101.76301813899772,1,0.7622266949983896,101.46259259899671,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
81,0.5,1.0,,,left,-1.0,1,102.24614213500172,102.74597434699535,102.71294074499747,103.01300253199588,1,0.6189152750011999,102.71294074499747,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
82,0.5,1.0,,,right,1.0,1,103.3623139429983,103.86306291499932,103.82963836199633,104.12955291199614,1,0.5301705590027268,103.82963836199633,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
83,0.5,1.0,,,left,-1.0,1,104.379761021999,104.87975252299657,104.86305657599587,105.16308440599823,1,0.48464053699717624,104.86305657599587,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
84,0.5,1.0,,,left,-1.0,1,105.3797686149992,105.87967817900062,105.86306196900114,106.16313281299517,1,0.7406595290012774,105.86306196900114,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
85,0.5,1.0,,,right,1.0,1,106.62984298299853,107.12797861800209,107.09662689200195,107.39661580499524,1,0.6920578249992104,107.09662689200195,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
86,0.5,1.0,,,right,1.0,1,107.81334263499593,108.31333752899809,108.29695418899792,108.59678775000066,1,1.570619837999402,108.29695418899792,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
87,0.5,1.0,,,right,1.0,1,109.89679657099623,110.39688999699865,110.36342350600171,110.68027446199994,1,0.6128815920019406,110.36342350600171,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
88,0.5,1.0,,,left,-1.0,1,110.99707819899777,111.49702753799647,111.46368332699785,111.7634704719967,1,0.524757059996773,111.46368332699785,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
89,0.5,1.0,,,right,1.0,1,112.01332192999689,112.51390429899766,112.47996612099814,112.78008541800227,1,0.5857010230029118,112.47996612099814,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
90,0.5,1.0,,,right,1.0,1,113.09721025799809,113.59676050399867,113.56374145799782,113.86380784199719,1,0.5964459719980368,113.56374145799782,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
91,0.5,1.0,,,left,-1.0,1,114.18036428699997,114.68054740699881,114.64724336200015,114.94725306399778,1,0.6000340329992468,114.64724336200015,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
92,0.5,1.0,,,right,1.0,1,115.28056230700167,115.79718252999737,115.76272277499811,116.06405296800222,1,0.6484045359975426,115.76272277499811,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
93,0.5,1.0,,,left,-1.0,1,116.43058041699987,116.93107894300192,116.89722893400176,117.1973348199972,1,0.43378385600226466,116.89722893400176,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
94,0.5,1.0,,,right,1.0,1,117.36393170899828,117.86402938600077,117.84734757099795,118.14740729900223,1,1.0036011230040458,117.84734757099795,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
95,0.5,1.0,,,left,-1.0,1,118.88087112899666,119.38074643100117,119.36414669099759,119.66404143100226,1,0.6027974099997664,119.36414669099759,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
96,0.5,1.0,,,right,1.0,1,119.9975739290021,120.49753335499554,120.48086006200174,120.78096927500155,1,0.7550982760003535,120.48086006200174,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
97,0.5,1.0,,,left,-1.0,1,121.26368745099899,121.76432858599583,121.7476333500017,122.04744677599956,1,0.5340892840031302,121.7476333500017,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
98,0.5,1.0,,,right,1.0,1,122.31444294999528,122.81438179399993,122.79762426800153,123.09782010300114,1,0.670070289997966,122.79762426800153,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
99,0.5,1.0,,,right,1.0,1,123.49771880800108,123.99780910299887,123.98120050999569,124.28120433000004,1,0.5694807350009796,123.98120050999569,None,,,,001,2025_Sep_02_1030,Adaptive staircase experiment,2021.2.3,59.94839941398355,
,,,,,,,,,,,,,,,,124.58360543500021,None,,,,,,,
